Modelo-Tipo;Período comercial;cilindrada;cilindros;combustible;potencia Kwh;CVF;potencia CV;precio medio 2020
A6 AVANT RS6 4.0 TFSI Quattro Tiptronic (2015);2014-2018;3993;8;G;412;26,61;560;102000
A6 AVANT RS6 4.0 TFSI Perfomance (2016);2016-2018;3993;8;G;445;26,61;605;111500
A6 AVANT RS6 4.2 Quattro Triptronic;2001-2004;4172;8;G;331;27,32;450;71800
A6 AVANT RS6;2008-2011;4991;10;G;427;33,27;580;95900
A6 AVANT RS6 5.0 TFSI V10 Quattro Triptronic;2005-2008;4991;10;G;427;33,27;580;93400
A7 Sportback 2.0 TFSI S-tronic;2014-2017;1984;4;G;185;13,26;252;46800
A7 Sportback 2.0 TFSI Quattro S-tronic;2014-2017;1984;4;G;185;13,26;252;50000
A7 Sportback 2.0 TFSI Quattro S-tronic (9.75);2014-2017;1984;4;G;185;13,26;252;54200
A7 Sportback 40 TDI S tronic 7 vel.;2018-;1968;4;D;150;13,19;204;55800
A7 Sportback 2.8 FSI Multitronic;2010-2014;2773;6;G;150;19,06;204;44200
A7 Sportback 2.8 FSI Q. S-T;2010-2014;2773;6;G;150;19,06;204;46200
A7 Sportback 2.8 FSI S line edition Q. S-T;2010-2014;2773;6;G;150;19,06;204;52200
A7 Sportback 3.0 TDI Multitronic;2010-2014;2967;6;D;150;19,85;204;46800
A7 Sportback 3.0 TDI Quattro S-T 204;2010-2014;2967;6;D;150;19,85;204;49700
A7 Sportback 3.0 TDI S line edition Quattro S-T 204;2010-2014;2967;6;D;150;19,85;204;55600
A7 Sportback 3.0 TDI Quattro S-T 245;2010-2014;2967;6;D;180;19,85;245;52100
A7 Sportback 3.0 TDI S line edition Quattro S-T 245;2010-2014;2967;6;D;180;19,85;245;58600
A7 Sportback 3.0 TDI CD Quattro S-T 245;2010-2014;2967;6;D;180;19,85;245;54200
A7 Sportback 3.0 TDI CD S line edition Quattro S-T 245;2010-2014;2967;6;D;180;19,85;245;59800
A7 Sportback 3.0 BiTDI Quattro Tiptronic;2010-2014;2967;6;D;230;19,85;313;56300
A7 Sportback 3.0 BiTDI S line edition Quattro Tiptronic;2010-2014;2967;6;D;230;19,85;313;62500
A7 Sportback 3.0 TDI Quattro S-tronic 218;2014-2017;2967;6;D;160;19,85;218;54000
A7 Sportback 3.0 TDI S-tronic;2014-2017;2967;6;D;160;19,85;218;51400
A7 Sportback 3.0 TDI ultra S-tronic (4.75);2014-2017;2967;6;D;160;19,85;218;52200
A7 Sportback 3.0 TDI ultra S-tronic;2014-2017;2967;6;D;160;19,85;218;54100
A7 Sportback 3.0 TDI Black line Quattro edition S-tronic 272;2014-2017;2967;6;D;200;19,85;272;63800
A7 Sportback 3.0 TDI Quattro S-tronic 272;2014-2017;2967;6;D;200;19,85;272;57000
A7 Sportback 3.0 TDI S line Quattro edition S-tronic 272;2014-2017;2967;6;D;200;19,85;272;61500
A7 Sportback 3.0 BiTDI Black line Quattro edition Tiptronic;2014-2017;2967;6;D;236;19,85;320;67000
A7 Sportback 3.0 BiTDI Quattro Tiptronic (2014-);2014-2017;2967;6;D;236;19,85;320;59900
A7 Sportback 3.0 BiTDI S line Quattro edition Tiptronic;2014-2017;2967;6;D;236;19,85;320;64600
A7 Sportback 3.0 BiTDI Quattro Tiptronic Competition;2014-2017;2967;6;D;240;19,85;326;71500
A7 Sportback 3.0 TFSI Q. S-T 310;2010-2014;2995;6;G;228;19,96;310;51200
A7 Sportback 3.0 TFSI S line edition Q. S-T 310;2010-2014;2995;6;G;228;19,96;310;57600
A7 Sportback 3.0 TFSI Quattro S-tronic 333;2014-2017;2995;6;G;245;19,96;333;55900
A7 Sportback S7 4.0 TFSI Quattro S-tronic;2010-2014;3993;8;G;309;26,61;420;73800
A7 S7 Sportback 4.0 TFSI Quattro S-tronic;2014-2017;3993;8;G;331;26,61;450;77200
A7 RS7 Sportback 4.0 TFSI Quattro tiptronic;2010-2014;3993;8;G;412;26,61;560;107300
A7 RS7 Sportback 4.0 TFSI Quattro tiptronic (2014-);2014-2017;3993;8;G;412;26,61;560;107600
A7 RS7 Sportback 4.0 TFSI Perfomance Quattro Tiptronic (2016);2014-2017;3993;8;G;445;26,61;605;117200
A7 Sportback 45 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;170;19,85;231;62800
A7 Sportback 45 TFSI S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;55500
A7 Sportback 45 TFSI quattro S tronic 7 vel.;2018-;1984;4;G;180;13,26;245;58000
A7 Sportback 40 TDI quattro S tronic 7 vel.;2018-;1968;4;D;170;13,19;231;58300
S7 Sportback TDI quattro;2018-;2967;6;D;257;19,85;349;77700
A7 Sportback 50 TDI Quattro tiptonic 8v;2018-;2967;6;D;210;19,85;286;65600
A7 Sportback 55 TFSI Quattro Aut. 340;2018-;2995;6;G;250;19,96;340;69300
A8 2.5 TDI 6 vel. (150CV);1997-2002;2496;6;D;110;17,89;150;37700
A8 2.5 TDI Tiptronic (150CV)/180CV;1997-2002;2496;6;D;110-132;17,89;149;39400
A8 2.5 TDI Tiptronic 180CV;1997-2002;2496;6;D;132;17,89;180;40900
A8 2.5 TDI Quattro Tiptronic;1997-2002;2496;6;D;110;17,89;150;42900
A8 2.5 TDI Quattro Tiptronic 180;1997-2002;2496;6;D;132;17,89;180;43700
A8 2.8;1994-2002;2771;6;G;128;19,05;174;34900
A8 2.8 Aut.;1994-2002;2771;6;G;128;19,05;174;36500
A8 2.8 193CV/Quattro (174CV);1994-2002;2771;6;G;128-142;19,05;174;37700
A8 2.8 Tiptronic;1994-2002;2771;6;G;142;19,05;193;39500
A8 2.8 Quattro;1994-2002;2771;6;G;142;19,05;193;40300
A8 2.8 Quattro Tiptronic;1994-2002;2771;6;G;142;19,05;193;42100
A8 2.8 FSI Multitronic;2007-2009;2773;6;G;155;19,06;210;52600
A8 2.8 FSIe Multitronic;2007-2009;2773;6;G;155;19,06;210;53100
A8 3.0 TDI Quattro Tiptronic (2003);2003-2005;2967;6;D;171;19,85;233;48500
A8 3.0 TDI Quattro Tiptronic;2005-2007;2967;8;D;171;22,27;233;53600
A8 3.0 TDI Quattro Tiptronic DPF;2005-2007;2967;8;D;171;22,27;233;53600
A8 3.0 TDI l Quattro Tiptronic DPF;2005-2007;2967;8;D;171;22,27;233;61400
A8 3.0 TDI Quattro DPF Tiptronic;2007-2009;2967;6;D;171;19,85;233;60500
A8 3.0L TDI Quattro DPF Tiptronic;2007-2009;2967;6;D;171;19,85;233;66100
A8 3.0 TDI Tiptronic 204;2010-2013;2967;6;D;150;19,85;204;59700
A8 3.0 TDI Quattro;2010-2013;2967;6;D;184;19,85;250;63500
A8 3.0 TDI Quattro Tiptronic;2010-2013;2967;6;D;184;19,85;250;63500
A8 3.0 TDI CD Quattro Tiptronic;2010-2013;2967;6;D;184;19,85;250;67700
A8 L 3.0 TDI Quattro Tiptronic;2010-2013;2967;6;D;184;19,85;250;70500
A8 L 3.0 TDI CD Quattro Tiptronic;2010-2013;2967;6;D;184;19,85;250;74800
A8 3.0 TDI CD Quattro Tiptronic (2013-);2013-2018;2967;6;D;190;19,85;258;69500
A8 L 3.0 TDI CD Quattro Tiptronic (2013-);2013-2018;2967;6;D;190;19,85;258;74000
A8 L 3.0 TDI CD Quattro Tiptronic (9.75);2013-2018;2967;6;D;193;19,85;262;83100
A8 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;83700
A8 L 50 TDI quattro tiptronic 8 vel.;2018-;2967;6;D;210;19,85;286;86200
A8 3.0 Multitronic (2002);2002-2005;2976;6;G;162;19,89;220;51900
A8 3.0 l Multitronic (2002);2002-2005;2976;6;G;162;19,89;220;56300
A8 3.0 Multitronic;2005-2007;2976;6;G;162;19,89;220;51700
A8 3.0 l Multitronic;2005-2007;2976;6;G;162;19,89;220;57400
A8 3.0 TFSI Quattro;2010-2013;2995;6;G;213;19,96;290;63700
A8 3.0 TFSI Quattro Tiptronic;2010-2013;2995;6;G;213;19,96;290;63700
A8 L 3.0 TFSI Quattro Tiptronic;2010-2013;2995;6;G;213;19,96;290;70400
A8 3.0 TFSI Quattro Tiptronic (2013-);2013-2018;2995;6;G;228;19,96;310;70000
A8 L 3.0 TFSI Quattro Tiptronic (2013-);2013-2018;2995;6;G;228;19,96;310;74200
A8 3.0 TFSI Quattro Aut.;2017-2018;2995;6;G;228;19,96;310;70000
A8L 3.0 TFSI Quattro Aut.;2017-2018;2995;6;G;228;19,96;310;74200
A8 55 TFSI quattro tiptronic 8 vel.;2018-;2995;6;G;250;19,96;340;85000
A8 L 55 TFSI quattro tiptronic 8 vel.;2018-;2995;6;G;250;19,96;340;87400
A8 50 TDI quattro S tronic 7 vel.;2018-;2967;6;D;210;19,85;286;83200
A8 L 50 TDI quattro S tronic 7 vel.;2018-;2967;6;D;210;19,85;286;85600
A8 3.2 FSI Multitronic (2005);2005-2007;3123;6;G;191;20,47;260;52200
A8 3.2 FSI Quattro Tiptronic (2005);2005-2007;3123;6;G;191;20,47;260;54900
A8 3.2 FSI l Multitronic;2005-2007;3123;6;G;191;20,47;260;58600
A8 3.2 FSI Multitronic;2007-2009;3123;6;G;191;20,47;260;56800
A8 3.2 FSI Quattro Tiptronic;2007-2009;3123;6;G;191;20,47;260;59800
A8 3.2L FSI Multitronic;2007-2009;3123;6;G;191;20,47;260;62200
A8 3.3 TDI Quattro Tiptronic;1997-2002;3328;8;D;165;23,86;224;58100
A8 3.7 Tiptronic (260CV);1994-2002;3697;8;G;191;25,41;260;44200
A8 3.7 Quattro Tiptronic (230CV);1994-2002;3697;8;G;169;25,41;230;47300
A8 3.7 Quattro Tiptronic (260CV);1994-2002;3697;8;G;191;25,41;260;48900
A8 3.7 Quattro Tiptronic (2002);2002-2005;3697;8;G;206;25,41;280;59200
A8 3.7 Quattro Tiptronic;2005-2007;3697;8;G;206;25,41;280;59100
A8 4.0 TDI Quattro Tiptronic (2003);2003-2005;3936;8;D;202;26,39;275;66000
A8 4.0 l TDI Quattro Tiptronic (2003);2003-2005;3936;8;D;202;26,39;275;67900
A8 4.0 TDI Quattro Tiptronic;2005-2007;3936;8;D;202;26,39;275;69700
A8 4.0 l TDI Quattro Tiptronic;2005-2007;3936;8;D;202;26,39;275;74300
A8 4.0 TFSI Quattro Tiptronic;2010-2013;3993;8;G;309;26,61;420;81100
A8 L 4.0 TFSI Quattro Tiptronic;2010-2013;3993;8;G;309;26,61;420;87200
A8 4.0 TFSI Quattro Tiptronic (2013-);2013-2018;3993;8;G;320;26,61;435;87100
A8 L 4.0 TFSI Quattro Tiptronic (2013-);2013-2018;3993;8;G;320;26,61;435;91000
A8 4.2 TDI Quattro Tiptronic DPF;2005-2007;4134;8;D;241;27,17;327;69800
A8 4.2 TDI l Quattro Tiptronic DPF;2005-2007;4134;8;D;241;27,17;327;74300
A8 4.2 TDI Quattro DPF Tiptronic;2007-2009;4134;8;D;241;27,17;327;78000
A8 4.2L TDI Quattro DPF Tiptronic;2007-2009;4134;8;D;241;27,17;327;82900
A8 4.2 TDI Quattro;2010-2013;4134;8;D;241;27,17;327;78100
A8 4.2 TDI Quattro Tiptronic;2010-2013;4134;8;D;258;27,17;350;79300
A8 L 4.2 TDI Quattro Tiptronic (CO2 204);2010-2013;4134;8;D;258;27,17;350;88900
A8 L 4.2 TDI Quattro Tiptronic;2010-2013;4134;8;D;258;27,17;350;87100
A8 4.2 TDI CD Quattro Tiptronic;2013-2018;4134;8;D;283;27,17;385;88600
A8 L 4.2 TDI CD Quattro Tiptronic;2013-2018;4134;8;D;283;27,17;385;92500
A8 4.2 FSI Quattro Tiptronic (2005);2005-2007;4163;8;G;258;27,29;350;66300
A8 4.2 FSI l Quattro Tiptronic;2005-2007;4163;8;G;258;27,29;350;70800
A8 4.2 FSI Quattro Tiptronic (2007);2007-2009;4163;8;G;258;27,29;350;71500
A8 4.2L FSI Quattro Tiptronic;2007-2009;4163;8;G;258;27,29;350;76200
A8 4.2 FSI Quattro;2010-2013;4163;8;G;274;27,29;372;76000
A8 4.2 FSI Quattro Tiptronic;2010-2013;4163;8;G;274;27,29;372;77100
A8 L 4.2 FSI Quattro Tiptronic;2010-2013;4163;8;G;274;27,29;372;83300
A8 4.2 Quattro Tiptronic;1994-2002;4172;8;G;228;27,32;310;52400
A8 4.2 Quattro Tiptronic largo;1994-2002;4172;8;G;228;27,32;310;58200
A8 4.2 Quattro Tiptronic (2002);2002-2005;4172;8;G;247;27,32;335;65000
A8 4.2 l Quattro Tiptronic (2002);2002-2005;4172;8;G;247;27,32;335;69800
A8 4.2 Quattro Tiptronic;2005-2007;4172;8;G;247;27,32;335;64900
A8 4.2 l Quattro Tiptronic;2005-2007;4172;8;G;247;27,32;335;69700
A8 6.0 Quattro Tiptronic (1994);1994-2002;5998;12;G;309;39,95;420;72800
A8 6.0 Quattro Tiptronic largo;1994-2002;5998;8;G;309;33,97;420;77600
A8 6.0 Quattro Tiptronic (2002);2002-2005;5998;12;G;331;39,95;450;90200
A8 6.0 l Quattro Tiptronic (2002);2002-2005;5998;12;G;331;39,95;450;95100
A8 6.0 Quattro Tiptronic (2005);2005-2007;5998;12;G;331;39,95;450;90300
A8 6.0 l Quattro Tiptronic;2005-2007;5998;12;G;331;39,95;450;95900
A8 6.0 Quattro Tiptronic;2007-2009;5998;12;G;331;39,95;450;99300
A8 6.0L Quattro Tiptronic;2007-2009;5998;12;G;331;39,95;450;106000
A8 L W12 Quattro Tiptronic;2010-2013;6299;8;G;368;34,99;500;119000
A8 L 6.3 FSI W12 Quattro Tiptronic;2013-2018;6299;12;G;368;41,15;500;125900
A8 S8 4.0 Quattro Tiptronic;2010-2013;3993;8;G;383;26,61;520;99900
A8 S8 4.0 Quattro Tiptronic (2013-);2013-2018;3993;12;G;383;31,3;520;101900
A8 S8 plus 4.0 TFSI Quattro Tiptronic;2013-2018;3993;8;G;445;26,61;605;124600
A8 S8 4.2 Quattro;1994-2002;4172;8;G;250;27,32;340;63200
A8 S8 4.2 Quattro 360CV 6 vel.;1994-2002;4172;8;G;266;27,32;361;66400
A8 S8 4.2 Quattro Tiptronic;1994-2002;4172;8;G;250;27,32;340;65100
A8 S8 4.2 Quattro Tiptronic 360CV .;1994-2002;4172;8;G;266;27,32;361;68400
A8 S8 5.2 FSI Quattro Tiptronic (2005);2005-2007;5204;10;G;331;34,11;450;81200
A8 S8 5.2 FSI Quattro Tiptronic;2007-2009;5204;10;G;331;34,11;450;86200
A8 Hybrid 2.0 TFSI Tiptronic;2012-2013;1984;4;G;180;13,26;245;64700
A8 Hybrid 2.0 TFSI Tiptronic;2014-2015;1984;4;G;180;13,26;245;70400
A8 R8 4.2 FSI Quattro 420cv;2007-2012;4163;8;G;309;27,29;420;86200
A8 R8 4.2 FSI Quattro R Tronic 420cv;2007-2012;4163;8;G;309;27,29;420;92000
A8 R8 4.2 FSI Quattro R Tronic;2007-2012;4163;8;G;316;27,29;430;103600
A8 R8 4.2 FSI Quattro;2012-2015;4163;8;G;316;27,29;430;97400
A8 R8 4.2 FSI Quattro S Tronic;2012-2015;4163;8;G;316;27,29;430;107500
A8 R8 5.2 FSI Quattro;2007-2012;5204;10;G;386;34,11;525;116500
A8 R8 5.2 FSI Quattro R tronic;2007-2012;5204;10;G;386;34,11;525;122500
A8 R8 5.2 FSI V10 Quattro;2007-2012;5204;10;G;386;34,11;525;135200
A8 R8 5.2 FSI V10 Quattro S Tronic;2007-2012;5204;10;G;386;34,11;525;135200
A8 R8 5.2 FSI V10 plus Quattro;2007-2012;5204;10;G;405;34,11;550;150700
A8 R8 5.2 FSI V10 plus Quattro S Tronic;2007-2012;5204;10;G;405;34,11;550;150700
A8 R8 5.2 FSI V10 Quattro Aut. 540;2017-;5204;10;G;397;34,11;540;151900
R8 Coupé V10 FSI quattro;2019-;5204;10;G;420;34,11;570;160800
R8 Coupé V10 FSI performance quattro;2019-;5204;10;G;456;34,11;620;176100
R8 Spyder V10 FSI quattro;2019-;5204;10;G;420;34,11;570;172700
R8 Spyder V10 FSI performance quattro;2019-;5204;10;G;456;34,11;620;187900
A8 R8 Coupé 5.2 FSI V10 RWS Aut. 540;2018-;5204;10;G;397;34,11;540;131400
A8 R8 5.2 FSI V10 plus Quattro Aut. 610;2015-2018;5204;10;G;449;34,11;610;165000
A8 R8 Spyder 4.2 FSI Quattro R tronic;2010-2012;4163;8;G;316;27,29;430;115000
A8 R8 Spyder 4.2 FSI Quattro;2010-2015;4163;8;G;316;27,29;430;108800
A8 R8 Spyder 4.2 FSI Quattro S tronic;2010-2015;4163;8;G;316;27,29;430;119100
A8 R8 Spyder 5.2 FSI Quattro;2010-2012;5204;10;G;386;34,11;525;132500
A8 R8 Spyder 5.2 FSI Quattro R tronic;2010-2012;5204;10;G;386;34,11;525;138600
A8 R8 GT Spyder 5.2 FSI Quattro R tronic;2010-2012;5204;10;G;412;34,11;560;173900
A8 R8 Spyder 5.2 FSI V10 Quattro;2010-2015;5204;10;G;386;34,11;525;147500
A8 R8 Spyder 5.2 FSI V10 Quattro S tronic;2010-2015;5204;10;G;386;34,11;525;147500
A8 R8 Spyder 5.2 FSI V10 Quattro S tronic;2016-2018;5204;10;G;397;34,11;540;158400
A8 R8 Spyder 5.2 FSI V10 RWS Aut. 540;2018-;5204;10;G;397;34,11;540;143100
A8 R8 Spyder 5.2 FSI V10 Quattro Aut. 540;2018-;5204;10;G;397;34,11;540;167500
A8 R8 Spyder 5.2 FSI V10 plus Quattro Aut. 610;2018-;5204;10;G;449;34,11;610;189100
CABRIO 1.8 T (2002);2002-2005;1781;4;G;120;12,43;163;28700
CABRIO 1.8 T Multitronic/Quattro;2002-2005;1781;4;G;120;12,43;163;30300
CABRIO 1.8 T;2005-2008;1781;4;G;120;12,43;163;28800
CABRIO 1.8 T Multitronic;2005-2008;1781;4;G;120;12,43;163;31600
CABRIO 2.0 TDI;2005-2008;1968;4;D;103;13,19;140;31300
CABRIO 2.0 TDI Multitronic;2005-2008;1968;4;D;103;13,19;140;33200
CABRIO 2.0;2002-2005;1984;4;G;96;13,26;131;27500
CABRIO 2.0 TFSi;2005-2008;1984;4;G;147;13,26;200;31600
CABRIO 2.0 TFSi Multitronic;2005-2008;1984;4;G;147;13,26;200;33100
CABRIO 2.4;2002-2005;2393;6;G;125;17,45;170;29600
CABRIO 2.4 Multitronic;2002-2005;2393;6;G;125;17,45;170;31700
CABRIO 2.5 TDI;2002-2005;2496;6;D;120;17,89;163;32400
CABRIO 2.5 TDI Multitronic;2002-2005;2496;6;D;120;17,89;163;34000
CABRIO 2.7 TDI Multitronic;2005-2008;2698;6;D;132;18,75;180;37700
CABRIO 3.0 TDI Quattro;2005-2008;2967;6;D;171;19,85;233;39100
CABRIO 3.0 TDI Quattro Tiptronic;2005-2008;2967;6;D;171;19,85;233;40700
CABRIO 3.0;2002-2005;2976;6;G;162;19,89;220;33600
CABRIO 3.0 Multitronic/Quattro;2002-2005;2976;6;G;162;19,89;220;36000
CABRIO 3.0 Quattro Tiptronic;2002-2005;2976;6;G;162;19,89;220;37700
CABRIO 3.2 FSI Multitronic;2005-2008;3123;6;G;187;20,47;254;38500
CABRIO 3.2 FSI Quattro;2005-2008;3123;6;G;187;20,47;254;38900
CABRIO 3.2 FSI Quattro Tiptronic;2005-2008;3123;6;G;187;20,47;254;40500
CABRIO S4 Quattro (2002);2002-2005;4163;8;G;253;27,29;344;53400
CABRIO S4 Quattro Tiptronic (2002);2002-2005;4163;8;G;253;27,29;344;55300
CABRIO S4 Quattro;2005-2008;4163;8;G;253;27,29;344;56100
CABRIO S4 Quattro Tiptronic;2005-2008;4163;8;G;253;27,29;344;58100
CABRIO RS4 Quattro;2005-2008;4163;8;G;309;27,29;420;74000
CABRIOLET 2.3;1992-2000;2309;5;G;98;15,88;133;26400
CABRIOLET 2.6;1992-2000;2598;5;G;110;17,04;150;28200
CABRIOLET 2.8;1992-2000;2771;6;G;128;19,05;174;30700
COUPÉ 2.0 E;1987-1996;1984;4;G;85;13,26;116;14200
COUPÉ 2.0 E 16v;1987-1996;1984;4;G;103;13,26;140;15500
COUPÉ 2.2 S-2;1987-1996;2226;5;G;169;15,53;230;27100
COUPÉ 2.3 E A.A.;1987-1996;2309;5;G;98;15,88;133;16000
COUPÉ 2.6;1987-1996;2598;6;G;110;18,33;150;17400
COUPÉ 2.6 Quattro;1987-1996;2598;6;G;110;18,33;150;19600
COUPÉ 2.8;1987-1996;2771;6;G;128;19,05;174;19700
COUPÉ 2.8 Quattro;1987-1996;2771;6;G;128;19,05;174;20600
TT Coupé 40 TFSI S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;33200
TT Coupé 45 TFSI 6 vel.;2019-;1984;4;G;180;13,26;245;35100
TT Coupé 45 TFSI S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;37100
TT Coupé 45 TFSI quattro S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;41100
TT Coupé 40 TFSI S line S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;37300
TT Coupé 45 TFSI S line 6 vel.;2019-;1984;4;G;180;13,26;245;39200
TT Coupé 45 TFSI S line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;41300
TT Coupé 45 TFSI quattro S line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;45400
TT Coupé 40 TFSI Black line S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;38300
TT Coupé 45 TFSI Black line 6 vel.;2019-;1984;4;G;180;13,26;245;40200
TT Coupé 45 TFSI Black line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;42200
TT Coupé 45 TFSI quattro Black line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;46400
TTS Coupé quattro;2019-;1984;4;G;225;13,26;306;49400
TT RS Coupé quattro;2019-;2480;5;G;294;16,57;400;65400
TT Roadster 40 TFSI S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;36200
TT Roadster 45 TFSI 6 vel.;2019-;1984;4;G;180;13,26;245;38000
TT Roadster 45 TFSI S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;40100
TT Roadster 45 TFSI quattro S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;44000
TT Roadster 40 TFSI S line S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;40300
TT Roadster 45 TFSI S line 6 vel.;2019-;1984;4;G;180;13,26;245;42200
TT Roadster 45 TFSI S line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;44200
TT Roadster 45 TFSI quattro S line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;48300
TT Roadster 40 TFSI Black line S tronic 7 vel.;2019-;1984;4;G;145;13,26;197;41200
TT Roadster 45 TFSI Black line 6 vel.;2019-;1984;4;G;180;13,26;245;43100
TT Roadster 45 TFSI Black line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;45200
TT Roadster 45 TFSI quattro Black line S tronic 7 vel.;2019-;1984;4;G;180;13,26;245;49300
TTS Roadster quattro;2019-;1984;4;G;225;13,26;306;52400
TT RS Roadster quattro;2019-;2480;5;G;294;16,57;400;68400
TT COUPÉ 40 TFSI 197;2018-;1984;4;G;145;13,26;197;31600
TT COUPÉ 1.8 T 150 CV;1998-2006;1781;4;G;110;12,43;150;18500
TT COUPÉ 1.8 T;1998-2006;1781;4;G;132;12,43;180;20400
TT COUPÉ 1.8 T 6 vel.;1998-2006;1781;4;G;132;12,43;180;19400
TT COUPÉ 1.8 T Quattro;1998-2006;1781;4;G;132;12,43;180;21200
TT COUPÉ 1.8 T Quattro/Tiptronic 6 vel.;1998-2006;1781;4;G;132;12,43;180;21800
TT COUPÉ 1.8 225 Quattro;1998-2006;1781;4;G;165;12,43;224;23300
TT COUPÉ 1.8 le Mans Quattro;1998-2006;1781;4;G;165;12,43;224;26200
TT COUPÉ 1.8 Quattro Sport;1998-2006;1781;4;G;176;12,43;239;35900
TT COUPÉ 1.8 TFSI (2006);2006-2010;1798;4;G;118;12,5;161;23800
TT COUPÉ 1.8 TFSI;2010-2014;1798;4;G;118;12,5;160;25200
TT COUPÉ 1.8 TFSI Black & White edition;2010-2014;1798;4;G;118;12,5;160;26500
TT COUPÉ 1.8 TFSI S line edition;2010-2014;1798;4;G;118;12,5;160;26500
TT COUPÉ 1.8 TFSI S-Tronic;2010-2014;1798;4;G;118;12,5;160;27400
TT COUPÉ 1.8 TFSI Black & White edition S-T;2010-2014;1798;4;G;118;12,5;160;28400
TT COUPÉ 1.8 TFSI S line edition S-T;2010-2014;1798;4;G;118;12,5;160;28400
TT COUPÉ 1.8 TFSI;2014-2018;1798;4;G;132;12,5;180;28400
TT COUPÉ 1.8 TFSI Black line edition;2014-2018;1798;4;G;132;12,5;180;33600
TT COUPÉ 1.8 TFSI Black line edition S-Tronic;2014-2018;1798;4;G;132;12,5;180;35700
TT COUPÉ 1.8 TFSI S line edition;2014-2018;1798;4;G;132;12,5;180;32200
TT COUPÉ 1.8 TFSI S line edition S-Tronic;2014-2018;1798;4;G;132;12,5;180;34400
TT COUPÉ 1.8 TFSI S-Tronic;2014-2018;1798;4;G;132;12,5;180;30500
TT COUPÉ 2.0 TDI Quattro (2008);2008-2010;1968;4;D;125;13,19;170;30800
TT COUPE 2.0 TDI Quattro DPF;2008-2010;1968;4;D;125;13,19;170;31100
TT COUPÉ 2.0 TDI Quattro;2010-2014;1968;4;D;125;13,19;170;32200
TT COUPÉ 2.0 TDI S line edition Quattro;2010-2014;1968;4;D;125;13,19;170;34400
TT COUPÉ 2.0 TDI Quattro S-Tronic;2010-2014;1968;4;D;125;13,19;170;35000
TT COUPÉ 2.0 TDI S line edition Quattro S-Tronic;2010-2014;1968;4;D;125;13,19;170;36500
TT COUPÉ 2.0 TDI;2010-2014;1968;4;D;135;13,19;184;34500
TT COUPÉ 2.0 TDI (2015);2014-2018;1968;4;D;135;13,19;184;34500
TT COUPÉ 2.0 TDI Black line edition;2014-2018;1968;4;D;135;13,19;184;40700
TT COUPÉ 2.0 TDI S line edition;2014-2018;1968;4;D;135;13,19;184;39300
TT COUPÉ 2.0 TDI ultra S line edition;2017-;1968;4;D;135;13,19;184;42900
TT COUPÉ 2.0 TFSI (2006);2006-2010;1984;4;G;147;13,26;200;27400
TT COUPÉ 2.0 TFSI S-Tronic;2006-2010;1984;4;G;147;13,26;200;29300
TT COUPÉ 2.0 TFSI Quattro S-Tronic (2006);2006-2010;1984;4;G;200;13,26;272;31600
TT COUPÉ 2.0 TFSI;2010-2014;1984;4;G;155;13,26;211;29000
TT COUPÉ 2.0 TFSI S line edition;2010-2014;1984;4;G;155;13,26;211;30500
TT COUPÉ 2.0 TFSI Quattro S-Tronic;2010-2014;1984;4;G;155;13,26;211;34400
TT COUPÉ 2.0 TFSI S line edition Quattro S-Tronic;2010-2014;1984;4;G;155;13,26;211;36100
TT COUPÉ 2.0 TFSI S-Tronic (2010-);2010-2014;1984;4;G;155;13,26;211;32100
TT COUPÉ 2.0 TFSI S line edition S-Tronic;2010-2014;1984;4;G;155;13,26;211;33700
TT COUPÉ 2.0 TFSI (230CV);2010-2014;1984;4;G;169;13,26;230;31700
TT COUPÉ 2.0 TFSI Quattro S-Tronic (230CV);2010-2014;1984;4;G;169;13,26;230;36100
TT COUPÉ 2.0 TFSI;2014-2018;1984;4;G;169;13,26;230;31700
TT COUPÉ 2.0 TFSI Black line edition;2014-2018;1984;4;G;169;13,26;230;37700
TT COUPÉ 2.0 TFSI Black line edition Quattro S-Tronic;2014-2018;1984;4;G;169;13,26;230;42400
TT COUPÉ 2.0 TFSI Black line edition S-Tronic;2014-2018;1984;4;G;169;13,26;230;39900
TT COUPÉ 2.0 TFSI Quattro S-Tronic;2014-2018;1984;4;G;169;13,26;230;36100
